WordID	MnID	Wd	SoundFile	PoS	Stem	Accent	Category	Description	Variation	RelatedWords	ExampleSentence																	
84		あいま	ikmvoc_84.wav	名詞		C		（ものや人との空間的）間：（出来事が続く時間的）間；（出来事と出来事の）合間			っゔぁが　びー　あいまー　にゃーん（お前が座る場所はない）。	ひーまむぬー　ふぁう　あいままい　にゃーん（昼ごはんを食べる時間もない）。	うぐなーいぬ　あいまん　ぶとぅぬ　っちゅーたい（集まりの最中に旦那が来た）。	すかまぬ　あいま（仕事の合間）。														
86		あいやいそぅが	ikmvoc_86.wav	接続詞				でも、しかし、そうだけれども	あいえいそぅが、あっそぅが、あいやそぅが		あーぎぬ　がっこーんかい　いつぶすむぬ。あいやいそぅが　やーんな　でぃんな　にゃーん（上の学校に行きたい。でも、家には金がない）。	っさらんきー　あそぅーが　いつぶすむぬ、いー。あいやいそぅが、どぅーや　まどぅー　にゃーん（平良に遊びに行きたいね。でも、僕たち、時間がないよ）。	あいやいそぅが　ばー　あいや　うむーん（だけど、私はそうは思わない）。															
88		あいやそぅが	ikmvoc_88.wav	接続詞				でも、しかし、そうだけれども	あいえいそぅが、あっそぅが、あいやいそぅが																			
89		あいやてぃがー	ikmvoc_89.wav	接続詞				そうだったら、それじゃあ	あいやいてぃがー、あいえてぃがー、やいてぃがー、やてぃがー、えてぃがー	かいやてぃがー	A: っゔぁー　とぅずとぅみぶすむぬな　 B: おー　A: あいやいてぃがー　ばが　みどぅんっゔぁー　なうばい（A: お前は結婚したいのかい。 B: そうです。A: じゃー、うちの娘はどうだい）。																	
90		あう	ikmvoc_90.wav	動詞	w語幹	C		（人が人に約束して、または、偶然に）会う；（人が事故、災難などに）会う			んﾟぬ　かにんかい　あうたい（昨日カニに会った）。	みーかない　ばがっふぁー　こーつーじこん　あうたい（一昨日うちの子が交通事故にあった）。																
91		あう	ikmvoc_91.wav	動詞	w語幹	C		（着物などが人に）似あう；（物の形状などが別の物の形状と）一致する；（意見などが）一致する　性格などが）合う;　論理的に説明がつく			くぬ　つんな　たるんかいまい　あうどぅす（この服はだれにでも合う）。	くぬ　かぎゃー　かぎぬ　あなんかいや　あーん（このカギは鍵穴に合わない）。	かいとぅー　はなっさ　あーん（あいつとは話が合わない）。	ばんな　つむ　あーん　ひとぅー　みーん（私には気の合わない人はいない）。	っゔぁが　きゅーぬ　はなっさ　んﾟぬぬ　はなすとぅ　あーん（お前の今日の話は昨日の話と合わない）。													
92		あう	ikmvoc_92.wav	名詞		C		青		あう	みどぅんしーとぅんみゃー　あうすかーとぅー　っちゅーたい（女子生徒は青いスカートをはいている）。																	
93	1	あうー	ikmvoc_93.wav	動詞	vv語幹幹	C		（暖を取るために）火に当たる		あっゔぃ	きゅーや　っしかいば　うまっちゅ　あうー（今日は寒いので（暖を取るために）火に当たる）。	っしかいば　うまっちゃ　あっゔぃ（寒いから火に当たれ）。																
93	2	あうー	ikmvoc_93.wav	動詞	vv語幹幹	C		（食べ物を）あぶる；火に当てる		あっゔぃ	うまつひー　っぞぅー　あうー（火で魚をあぶる）。	ひんじゃぬ　ばたう　あっゔぃー　やきー　ふぁう（山羊の腸を（火に）あぶって焼いて食べる）。	かじゃまきぬ　とぅきゃんな　やりさばう　あっゔゅーとぅい　うりゅー　かうかい　とぅくまんかい　あたらすきゃー　なういどぅす（虫刺されの時には古い草履を火にあぶって、それをかゆいところにあてると治る）。															
94		あうー	ikmvoc_94.wav	動詞	vv語幹幹	C		扇ぐ		あうず	あうずひー　あうー（扇で扇ぐ）。	あつかいば　あっゔぃー　ふぃーさまてぃ（暑いので扇いでください）。																
95	1	あうい	ikmvoc_95.wav	動詞	r/rr語幹	C		（風や火が何かを）煽（あお）る			かでぃん　あうらい　たうりーにゃーん（風に煽られて倒れた）。	うまつん　あうらい　あつかいば　ならっだん（火に煽られて暑くて仕方なかった）。																
95	2	あうい	ikmvoc_95.wav	動詞	r/rr語幹	C		（人に何かさせるために人をおだてて）何かをさせる			かにゅー　あうりー　あーぐー　あっじゃすたい（カニをおだてて歌を歌わせた）。	まさいとぅ　かにゃー　んーんなん　あうらい　ぶどぅいすきゃきたい（マサイとカニは皆におだてられて踊りはじめた）。																
96	1	あうぎ	ikmvoc_96.wav	動詞	母音語幹	A		（水、土、石等を別の容器などに）入れる		あうず	うまんかい　んたうぎゃー　あうぎる（ここに土を流し入れろ）。																	
96	2	あうぎ	ikmvoc_96.wav	動詞	母音語幹	A		（中のものを）捨てる		あうず																		
97		あうきゃ	ikmvoc_97.wav	名詞		C	〘生物〙	〘生物〙10ｃｍ位の小さいイカ			あうきゃー　たいがい　かまさーとぅどぅ　ひとぅみ　うい（アウキャはたいがいカマスと一緒にいる）。																	
98		あうく	ikmvoc_98.wav	名詞		C		穀物を叩いて実を取り出したり、殻を落としたりする棒［長い棒と短い棒を連結し、短い方をもって長い方を穀物に叩きつける］																				
99		あうくばら	ikmvoc_99.wav	名詞				穀物などをあうくで叩くときに手にできたマメ																				
100		あうぐるくん	ikmvoc_100.wav	名詞			〘魚〙	〘魚〙ハナタカサゴ																				
101		あうさり	ikmvoc_101.wav	形容詞				（魚が）生臭い			あいっぞぅー　あうさりむぬ（アイゴは生臭い）。																	
102	1	あうず	ikmvoc_102.wav	動詞	g語幹	C		（水、土、石等を別の容器などに）入れる		あうぎ	うまんかい　んたうぎゃー　あうぎ（ここに土を流し入れろ）。																	
102	2	あうず	ikmvoc_102.wav	動詞	g語幹	C		（中のものを）捨てる		あうぎ	ばきつぬ　みっじゅぎゃー　あうぎー　すてぃる（バケツの水をすててしまえ）。																	
103		あうず	ikmvoc_103.wav	動詞	g語幹	C		扇ぐ		あうー	あつかいば　あうずひー　あうず（暑いので扇で扇ぐ）。																	
104		あうず	ikmvoc_104.wav	名詞		C		扇、うちわ			くばがさぬ　はーひーどぅ　あうっじゅぎゃー　ちゅっふ（ビロウの葉で扇を作る）。																	
105		あうそぅ	ikmvoc_105.wav	名詞		C		（浅瀬でなく）海の深いところ			ふか　あうそぅ（深い海）。																	
106		あうそぅん	ikmvoc_106.wav	名詞				トンボ			かでぃふつゆらん　ないてぃがー　あうそぅんぬどぅ　うんそぅく　とぅびーふー（台風の時期になるとトンボがたくさん飛んでくる）。	あうそぅんぬ　とぅいー　あそぅー（トンボを取って遊ぶ）。																
107		あうだ	ikmvoc_107.wav	名詞		C	〘道具〙	〘道具〙もっこ			あうだんかい　っさー　かりー　いりー（もっこに草を刈りて入れる）。																	
108		あうたん	ikmvoc_108.wav	副詞				（植物などが）青く、青々と（茂る）；（殴られて皮膚などが）青く（なる）		あう	んーぎーや　あうたん　なりー　ういー　はやいーどぅーい（芋の蔓は青々と生い茂っている）。	まさいや　かにん　なっじゅらいー　みーや　あうたん　なるー（マサイはカニに殴られて、目が青くなった［＞目の周りに青あざができた］）。																
109		あうっどぅい	ikmvoc_109.wav	名詞				病気がちの人が顔色に血色がないこと			やみどぅ　みはなー　あうっどぅいや　ひーゆー（病気で顔には血色がよくない）。																	
110		あうなず	ikmvoc_110.wav	名詞			〘生物〙	〘生物〙青大将（ヘビの一種）			あうなずぬ　あっゔぁー　はいがさぬ　っそぅいん　ない（青大将の脂は台湾坊主［＝禿頭病］の薬になる）。																	
111		あうぬー	ikmvoc_111.wav	感動詞			〘フィラー〙	〘フィラー〙あのー、何というか［「あうぬぎゃー」ともいう］；仕方がないので、とにかく　［「あうぬぎゃー」とも言う］		あにゃむぬー、あなむぬー	じょー　いんかい　いかっでぃー　うむいー　うたいそぅが　あうぬー　ばー　かなまい　やんかいば　いかじゃーん（「さあ、海に行くぞ」と思っていたんだけど、あのー、頭が痛いんでいくのやめるよ）。	あうぬー　ゆくい（どうでもいいからとにかく休め）。																
112		あうぬがま	ikmvoc_112.wav	名詞				それくらいの人、物		あにゃるがま	あにゃ　あうぬがまうぎゃー　とぅっじゅぎゃー　ほぅん（その程度の人は妻にしない）。	（小さなみすぼらしい魚を渡されて）あうぬがまうぎゃー　っじじゃーん（そんなものはうけとらない）。																
113		あうぬんみ	ikmvoc_113.wav	名詞				あんなやつら、そんなやから			あうぬんみゅーぎゃー　てぃっゔゃーがらひー　すちゅーき（そんなやつらはほっておけ）。	あにゃ　あうぬんみまいんかいや　いかん（あんなやつらのところには行かない）。																
114		あうばい	ikmvoc_114.wav	名詞			〘昆〙	〘昆〙銀蝿			さたんな　あうばいぬどぅ　たかりゅー（砂糖には銀蝿がたかっている）。																	
115		あうばじゃかい	ikmvoc_115.wav	名詞				（手、股、扇など閉じてあるものを）開く、広げること；（手、股、扇など閉じてあるものが）開くこと	あうばだかい		うゆびゅー　あうばじゃかい　あっそぅ（（手や足）の指を広げろ）。	またうぎゃー　あうばじゃかいやー　ひー　びーな（股を開いて座るな）。	あうっじゅ　あうばじゃかい　あす（扇を広げる）。	とぅいぬどぅ　はにゅー　あうばじゃかい　ひーゆー（鳥が羽を広げている）。														
116		あうばじゃかい	ikmvoc_116.wav	動詞	r/rr語幹			（手、股、扇など閉じてあるものを）開く、広げる；（手、股、扇など閉じてあるものが）開く	あうばだかい		うゆびゅー　あうばじゃかい（（手や足）の指を広げる）。	ういびとぅん　なりー　うゆびゃー　あうばじゃからん （年寄りになって　指をひろげることができない）。																
117		あうばじゃかす	ikmvoc_117.wav	動詞	s/h語幹			（手、股、扇など閉じてあるものを）開く、広げる	あうばだかす		うゆびゅー　あうばじゃかす（指をひろげる）。	またうぎゃー　あうばじゃかひー　びーな（股を開いて座るな）。	あうっじゅ　あうばじゃかす（扇を広げる）。	とぅいぬどぅ　はにゅー　あうばじゃかひーゆー（鳥が羽を広げている）。														
